fen,best
r1b1k2r/2p1bppp/p1N5/3n4/8/2N5/PPPPQPqP/R1B1KR2 b Qkq - 1 11,d5c3
2rqk2r/p2nppbp/1p4pB/2pB4/3P4/4PQ1P/P1P2PP1/1R3RK1 b k - 3 15,g7h6
1r4r1/3bNp1k/3ppP1R/q1p5/2P1P3/1p1P1N2/1P3KB1/1R6 b - - 0 37,h7h6
r1b2rk1/1p2pp1p/p2p4/4P1PQ/3N4/3B1P2/1qPK4/3R4 b - - 0 21,b2d4
r5k1/p1b2pp1/2n4p/1p1p4/2pP2B1/P1P2rqP/1P6/R1Q2R1K w - - 0 22,f1f3
2k5/ppp1pQ1p/8/3P4/1qB2p2/3K3P/PP6/2R3r1 b - - 3 27,g1c1
2r3k1/pp3pp1/n1p5/3pBQ2/3Nr2q/P7/1PP2PPP/2K4R b - - 6 20,h4h7
r3k2r/4qp2/p2R4/4p2p/b1B1P1nB/5n1P/2P1N1P1/3Q3K w kq - 0 27,h4e7
6k1/p4p1p/4b1pb/2NpN3/3P3q/1P1BP1n1/PB3P2/2Q3K1 w - - 0 30,c5e6
rnb1kb1r/ppqp1pp1/4p2p/2p5/4P1n1/1B1PQ2N/PPP2PPP/RNB2RK1 w kq - 5 9,e3f3
rn1q3r/pp4pp/5b1k/5PP1/7P/6Q1/PP6/R3K2R b KQ - 0 23,f6g5
r1bqr2k/1p1nnQp1/p2bp3/3pN1p1/3P1P2/2P2R2/PP4PP/R1B4K b - - 5 18,d7e5
2R5/5ppk/4p2p/4P3/8/7P/2pp1PP1/5K2 w - - 2 35,c8c2
8/p7/kpK5/8/2p5/3r4/8/6R1 b - - 1 55,c4c3
rnb1kb1r/pp1p1ppp/2p1p3/4P3/4nP1q/3P1N2/PPP3PP/RNBQKB1R w KQkq - 1 6,e1e2
r4rk1/ppp2ppp/1b1p4/4p3/4P1q1/2PP1NPn/PP3P1P/1B1RQR1K w - - 3 18,d3d4
8/6pk/1P2Q2p/2Bp4/P2P2K1/8/6qP/8 w - - 1 43,g4f5
6k1/6pp/4p3/3p4/Q7/5P1n/P5PP/R5qK w - - 7 27,a1g1
r1b2r1k/pppp2pp/8/8/2Q5/8/PPP1PqPP/R2K1B1R w - - 3 13,d1c1
r1b1k2r/ppq2p2/2p2bn1/P2p2p1/2B1P1P1/2N1B3/1PP2PP1/R2Q1RK1 w kq - 0 16,e4d5
r1b5/b3rk2/p3pNQ1/1p1pq3/1P1n4/P7/2B2PPP/3R2K1 b - - 1 29,f7f8
r2qkb1r/pb1npppp/1p1P1n2/2p1N3/2B5/5Q2/PPPP1PPP/RNB1K2R b KQkq - 0 7,b7f3
8/2q3p1/1p2pp1k/5r1p/2P1QP2/PP4RP/6PK/8 b - - 1 37,f5f4
4rr1k/1R4pp/p7/2P1p1Q1/8/q3BP2/5KPP/8 b - - 1 27,a3a1
8/ppb1k3/4p2p/2N5/1P1r3P/P4pP1/R3nP1K/4R3 w - - 6 37,c5b7
6k1/6pp/p3p3/1pR1N3/r3P3/3P4/P7/7K b - - 0 34,a4a2
2q3k1/p4pbp/1p5N/4r2Q/1P3p1P/P7/5PP1/5RK1 b - - 5 30,g8f8
r3kb1r/pp3ppp/3qp3/2p5/2P3n1/1P6/P2PNPPP/R1BQ1RK1 w kq - 0 13,c1b2
r3kb1r/p2qp3/1pn1Np2/2p4p/3p4/1P1P2PP/PBP2PK1/R2QR3 b kq - 0 18,f8h6
r1bq1r2/ppNkbQpp/3p1n2/3Np1B1/3RP3/8/PPP2PPP/2K2B1R b - - 0 14,f8f7
2r1rk2/2pR4/1p6/p3p2R/2P5/nP3P1P/3K1P2/8 b - - 0 30,c7c5
3q1rk1/2p2ppp/1pP1p3/8/3P4/b2QP1P1/5PP1/4K1NR b K - 1 19,d8d6
r1bqk2r/pp3ppp/4p3/3pn2Q/8/P1NBP3/1PP3PP/R4RK1 b kq - 1 13,e5d3
r1b2r1k/p1p5/1pq1pb1p/6p1/3P1n2/1BP1RNN1/PPQ2PPP/4R1K1 w - - 0 21,f3e5
r2qkb1r/pppbnppp/1N1p4/8/2B1P3/5Q2/PPP2PPP/R1B1K2R b KQkq - 2 9,a7b6
6r1/pp1bkp2/P2bpp2/1q6/3P2r1/1B2QN1P/1P3P2/R5KR w - - 0 26,h3g4
r2qkb1r/pQ2pppp/5n2/8/2Bn4/4B3/PP3P1P/RN1K3R b kq - 2 12,e7e5
r2qk2r/pn1p1ppp/1pb1pn2/8/1QP5/B1P1PN2/P4PPP/3RKB1R b Kkq - 3 13,d8c7
8/4rppk/7p/2N5/2pP1qnP/2B4Q/P2P1PP1/5RK1 w - - 4 37,h3f3
1R6/5ppk/2r1p2p/8/3r4/4n1P1/5P1P/2R3K1 w - - 2 32,c1c6
4r1k1/ppb3p1/4q2p/3p1N2/3Q4/2P5/PP4PP/5R1K b - - 8 26,e8f8
2rr2k1/2q2ppp/p3pn2/1p1p4/1B1P1P2/6P1/PPP1Q2P/2KR2NR w - - 5 18,e2e5
8/1p6/3pR3/p2P1k2/2q3n1/6Q1/6PP/7K w - - 8 49,h2h3
6k1/1p3pp1/p6p/P1Np3B/1P3P2/2P3q1/6r1/R4R1K w - - 3 30,f1f3
5rk1/4bp2/p3p1pp/4B3/3Pp1QP/1P6/P1q2PP1/5RK1 b - - 0 27,f7f5
r2k1b1r/ppp2Q1p/3q2np/1B6/3P4/8/PPP2PPP/2KR3R b - - 0 14,a7a6
r2qbQ1k/6br/p5Qp/np6/2p5/1P4NP/P1PP2P1/5RK1 b - - 0 33,g7f8
7r/ppp2rk1/3p2p1/3P2Qq/1PP2p2/8/P4P1P/4R1RK w - - 10 28,e1e6
6k1/p1p2ppp/2p5/3r4/2p2BP1/P3Qb1K/1P4rP/8 b - - 1 28,d5d3
3RQ3/1pq2p1k/p5pp/P7/8/4P1PP/5P1K/2r5 b - - 0 34,c7c6
r1b2r2/pp2bk2/2n1pnBQ/3p3q/8/2N3R1/PPP2PPP/R5K1 b - - 6 18,h5g6
5bk1/3nq3/2p5/p2pPp1p/N2P2pP/P2Q2P1/K1P3P1/1R6 w - - 0 26,d3f5
2kr3r/ppp2ppp/2nbpn2/4q3/BP6/P1N2Q1P/2PP1PP1/R1B2RK1 w - - 1 12,c1b2
rnq1kb1r/1b2pppp/p1P2n2/4N3/2B5/8/PP3PPP/RNBQ1RK1 b kq - 0 11,b8c6
r1q2rk1/pp3pbp/1np2Pp1/4p3/4p1N1/P2P3P/RPP1N1P1/3Q1RK1 b - - 0 18,g7h8
r1bqkbnr/pp1np3/2pp4/5ppB/3P3p/2P1P2P/PP3PPB/RN1QK1NR b KQkq - 1 8,h8h5
3r4/pkn3pp/1P6/P1Q1p3/2Pn4/3q4/5PPP/4R1K1 b - - 0 31,b7c8
r4r2/1p2pk2/p6Q/4p3/2Pp2R1/3q4/PP3P2/3RK3 b - - 4 29,d3f3
8/6R1/7p/1p5k/1P6/P6K/4p1P1/1r6 b - - 1 59,e2e1q
4r3/5q1k/p7/1p4Q1/2p4P/3b2R1/PP4PK/8 b - - 6 47,f7e7
8/8/R7/5K1k/1p6/p5r1/8/8 b - - 9 62,h5h4
6rk/1pp1pprp/p4q2/3p3Q/3P1P2/3BP3/PPP3P1/2KN4 b - - 0 20,g7g2
r2qk2r/p2bbp1p/2npp1p1/1p6/2NNP3/P2P4/1P3QPP/R1B2RK1 b kq - 0 14,b5c4
1rb2bkr/pp1n2pp/8/3Np3/4q3/1Q6/PPP2PPP/R1B2RK1 b - - 0 15,d7c5
8/pb2qppk/1p2pn1p/8/3QP3/1P3P2/PB4PP/5BK1 b - - 0 25,f6d7
2k5/ppp1nrp1/4Npbp/3p4/2P5/6P1/PP3R2/2KR4 b - - 0 30,d5c4
r1b1qrBk/1pp3p1/2n1pp2/b2p2Nn/p1PP3B/P1N1P3/1PQ2PPP/R3K2R b KQ - 1 14,f6g5
2r1qrk1/1b1n4/pb2p2B/1p1nP3/3P4/P4PQ1/1P2N1PP/R3R1K1 b - - 2 23,g8f7
3r4/p7/P4p1p/2P2k2/8/P6P/4NPB1/5K2 w - - 3 38,c5c6
7r/pbq2rk1/1p6/1B4Q1/3P4/P7/5P1P/4R1K1 b - - 5 32,g7f8
6k1/b5p1/p1p2p1p/1p3P2/6P1/1P2q2P/6Q1/2R4K w - - 2 39,g2c6
r4rk1/2Q5/6Pp/p1N5/Pn1P3P/K2b4/1PqN4/8 b - - 8 31,c2d2
7r/1qp1k1p1/pp2Qp1n/8/P2P3n/2P5/1P3P2/2B1RK2 b - - 0 43,e7f8
2r4k/p2q1p1p/1pN2PpQ/8/2np4/6P1/PPP2P1P/2KR4 b - - 2 24,d7c6
r4r1k/1p2bqp1/p3p2R/2pp2p1/P4P2/1P1QP3/1BPP3P/R5K1 b - - 0 24,h8g8
r5k1/pQ3p2/7p/1B3bp1/3p4/P3rK1P/3q1BP1/R6R w - - 0 24,f2e3
1r4k1/p3pp1p/3p2pQ/q2pP3/8/5P2/PK4PP/3R1B1R w - - 1 19,b2a1
3r2k1/2q2n2/1p2pP2/1Bpb3p/P6Q/3P3P/1PP5/4RRK1 w - - 0 31,h4h5
3k4/1R1p4/2nPp1p1/4PpPp/3B1P2/2P5/2r3P1/6K1 b - - 7 29,c6d4
8/8/8/8/3rp1R1/5kP1/8/5K2 w - - 1 62,g4g8
8/2P5/p7/8/8/7K/P4k2/6q1 w - - 0 65,c7c8q
1R4k1/4Kp1n/4pN1p/p1r3p1/1p5P/8/B7/8 b - - 1 43,g8g7
4k3/8/3Q1K2/4P3/5q2/8/8/8 w - - 15 67,f6e6
6k1/pN4pp/8/8/3p4/P2R4/1r4rP/3K3R w - - 0 23,d3d4
6k1/1R6/p4pp1/2N2r2/7P/2P5/4RPK1/3r4 b - - 2 40,f5c5
r1b2rk1/2qpppbp/p1n3p1/1pp3N1/4N1n1/1P2P3/PBPPBPPP/1R1Q1RK1 w - - 4 11,b2g7
r1b1k2r/1pq3p1/2p2pNp/3p4/p2Pn3/4PNbP/PP4P1/R2Q1BKR w kq - 0 19,g6h8
rn2r1k1/ppp2ppp/8/2qP1b2/5P2/1Q3N2/2PN2PP/1R1K1B1R w - - 6 17,b3b5
r1bq2kr/ppp1b1pp/2n2n2/4p1N1/4p3/1QPPB3/PP3PPP/RN2K2R b KQ - 1 9,g8f8
6Q1/5R2/1pp5/p3kB2/P3PRK1/6P1/4b3/7q w - - 3 49,g4g5
6k1/pp1b2p1/8/3p4/3pp3/5rNP/PN3qPK/1R1Q4 w - - 4 28,g3h1
r2qr1k1/1p2b2p/2p2npB/n2P1pN1/1p1Q4/6N1/PPP2PPP/3R1RK1 b - - 1 18,f6d5
r4b1r/p1qnpkpp/2b2n2/2pp2B1/8/2PB4/PP2QPPP/RN2R1K1 b - - 5 12,a8e8
1br3k1/pp3rpp/3q1p2/7N/1P1p4/P2PPP1P/1Q6/R5RK w - - 2 27,b2d4
3R2Q1/2k2N2/4p3/1b5p/rp2P2P/2p2P2/2P5/3K4 w - - 1 42,g8f8
3bb3/7q/1k1r1p2/p1BP1Pp1/PpP1Q2p/1P5P/2K5/4R3 b - - 0 53,b6c5
4k3/8/4ppRp/2Bp4/r4nP1/3P4/5P1P/5K2 w - - 4 30,g6f6
1r3rk1/6b1/p1pp2N1/q4p2/2bP4/2n1P1N1/PPQ2P2/K5RR w - - 0 24,c2c3
8/3R2pp/4rpk1/p3p3/1p1n1PP1/3K4/PP5P/2B5 b - - 0 37,d4c6
N4b1r/p2k1ppp/1pn2p2/8/3P4/8/PPb1PPPP/R3KBNR w KQ - 1 12,a1c1
2k1R2B/pp1b3p/3Q1ppb/1q6/5P2/8/P1r3PP/3R3K b - - 4 20,d7e8
1Q6/1p3pk1/1P6/3p3p/3P3P/4P1K1/5P2/6q1 w - - 5 41,g3f3
2r4k/p1b1Q1p1/2p2p1p/2P2q2/3P4/P1B1R2P/6P1/7K w - - 2 44,e7e6
8/4r1kp/3p2p1/2q5/pp3Q2/3P3P/PP6/K4R2 b - - 3 40,c5e5
6k1/3p2r1/2b5/p3P3/2R2P1P/P1P3P1/3R3K/1r6 w - - 1 39,e5e6
r1b1r1k1/pp2pp1p/2p2QpB/3q4/8/3B2P1/2P2P1P/4RRK1 b - - 0 17,e7f6
3r4/1p2r3/p3p3/P1P1Kpk1/1R1P3p/7P/6P1/5R2 w - - 2 44,b4b6
r4rk1/ppp2ppp/8/8/6B1/2P1qNb1/PP4PP/R2Q2KR w - - 1 17,g1f1
r2q1rk1/2p2ppp/p2p1P2/1p6/3P2Q1/2P5/PP1n2PP/R4RK1 b - - 1 16,f8e8
2b4N/2k3pp/2n1p3/1B1p4/3Pn3/8/rPP3PP/2KR3R w - - 1 19,b5c6
6k1/5R2/6p1/1p1Pp1P1/4r2P/b1r5/P1P3Q1/1K2qR2 w - - 1 34,f1e1
r3k1nr/ppp2ppp/3b4/3p4/3pP3/1BPP1bPq/PP3P1P/RNB1QRK1 w kq - 3 11,b1d2
2r5/p1pp2p1/1p1P2pp/3nN2k/7P/6PK/P7/5R2 b - - 4 30,g6g5
r2q1r1k/pp3ppb/n1p2N1p/3n1P1N/3P2Q1/1B2B3/PP4PP/R4RK1 b - - 0 18,d5f6
r2q1rk1/pb2bpp1/5B1p/3p4/2nP4/P1NQ1N2/5PPP/RB3RK1 b - - 0 17,e7f6
r1b1Q3/1p1p1kp1/p1p2N1p/4pnq1/3P4/8/PPP2PPP/5BK1 b - - 3 23,f7f6
r2qb1rk/ppp2Rpn/2n1pNQp/4P3/3P4/2PB4/PP4PP/R1B3K1 b - - 4 16,e8f7
r7/1pp2ppk/6r1/3b3p/2q1P3/P4P2/1Q4PP/3R1R1K w - - 0 25,d1d5
4rQk1/3p2pp/p7/1qB1P3/4p3/2P3PP/1P5K/5R2 b - - 0 31,e8f8
rnb2rk1/1p2bppp/p2p4/q1pPp3/2P1Q3/2NB1N2/PP3PPP/R4RK1 b - - 1 12,a5d8
3qrnk1/5R1p/3p2pQ/1NpPp1N1/4n1P1/7P/1PP2P2/6K1 b - - 0 24,d8g5
2rr2k1/qp2nppp/p1n1p3/4P1N1/1PPp1R2/P2Q2P1/5P1P/4R1K1 b - - 6 29,d8f8
r3k2r/p2bppbp/1pn1p1p1/2p3N1/B2q4/P2P1Q2/2P2PPP/2B2RK1 b kq - 3 18,c6e5
r4k2/2p1q1bQ/1p1p2PB/3Pp3/2P5/6nP/5PK1/rB2N3 b - - 5 37,g3h5
r4rk1/pp4bp/2p2qp1/3p4/4pP2/4P2P/PPPQBP2/2KR3R w - - 2 18,e2g4
2r3k1/5pb1/R3b1p1/r7/1p2pN2/qP6/PNP1QPPR/1K6 w - - 1 30,a6a5
1r1r4/4kbp1/p1p2p1p/4p3/Pb2P3/3RBP1N/2P3PP/K2R4 w - - 1 28,d3d8
r4rk1/pp3p2/7p/2pN2p1/2P5/3P1Bb1/PP3P1q/R2QR1K1 w - - 5 23,g1f1
r1b1qr2/pp2n1p1/2n1N2k/3pPp1P/1b1P2Q1/2N5/PP3PP1/R1B1K2R b KQ - 0 14,h6h7
1r1q1r1k/p1pbb2n/2pp1P1Q/8/7P/2NB4/PPP2PP1/2KR3R b - - 0 16,f8f6
r1b2rk1/1p3pp1/p1p1p2p/2Pp4/P2P1P1q/2NQn2P/1P4P1/1BR2RK1 b - - 1 18,e3f1
r2n1r1k/ppp1q1p1/1n4Qp/4ppN1/7P/1BPP4/PP3PP1/2R2RK1 b - - 3 19,h6g5
3r3k/2p4p/1p2p3/p4p1Q/3P4/1PK4R/P5q1/8 b - - 2 30,g2f2
r4rk1/pp2p1b1/1qnp2Q1/6Np/3P2bP/1PP1P3/P5P1/RN2K2R b KQ - 0 15,e7e5
6k1/5ppp/p2p4/1pp4q/5B2/2P4P/PP3PQK/R3r3 b - - 0 25,e1a1
8/4pR1k/2Pq3P/p2P2P1/6P1/3K4/8/8 b - - 0 43,h7g6
rn2kb1r/ppq2pp1/4pnp1/3p4/2pP4/1P2P3/P1P1BPPP/RNBQ1RK1 w kq - 1 10,b3c4
5Q2/p1r2ppk/1p2p2p/8/8/P4q2/5PRP/R1r4K w - - 2 29,a1c1
4k3/R7/3P1Npp/4p3/5n1P/3r4/5K2/8 b - - 8 39,e8d8
Rbk4r/1p1q4/1P6/2pp2Q1/2P1b3/6P1/3B1P1K/5R2 w - - 1 30,h2g1
2r4r/1pq5/p2bpkB1/3pN3/Q7/4p2P/1P6/5RK1 b - - 0 28,f6e5
r1b2rkb/3q3p/pp1pB1p1/2p3P1/2P1PP2/3PB3/PP5Q/1R2K2R b K - 0 22,d7e6
rn5k/pbpn3p/1p4p1/2b1p3/2B1q3/1NQ1B3/PP3PPP/R4RK1 w - - 2 21,e3c5
8/p3knQR/1p2p3/5p2/2P3K1/4P1P1/P7/7q w - - 0 51,g4f4
1r2r3/1N1R4/2p1p3/5p2/pP2kP2/4P1P1/P4K2/8 b - - 6 44,b8b7
r4rk1/p4ppp/q3p3/3pB3/6Q1/4P3/2PN1PPP/4R1K1 b - - 0 20,f7f5
6k1/7p/p5p1/2PP1N2/8/P4n1P/4r3/6RK w - - 1 43,g1g3
2k4r/2p2p2/1p2pqb1/2P5/PQ2p1P1/4P1P1/5P1p/1R3R1K w - - 2 30,c5b6
r1b1Rr1k/ppp4p/2np2p1/6B1/2Bp4/8/PPP2PPP/R5K1 b - - 7 18,f8e8
6k1/pq3pp1/4pPp1/3p4/2nP4/P1N2P1P/2P4Q/1rKRR3 w - - 1 25,c3b1
r1bq1rk1/ppb2ppp/2n1p3/8/2pPQ3/2P2N2/PPB2PPP/R1B2RK1 b - - 0 12,c6e7
3r1k2/6p1/5nBp/p3q3/2Q1p2P/1P1p4/P4PP1/5RK1 b - - 7 36,d3d2
r2qnr1k/ppp2Bp1/2npQ2B/8/3bP3/8/PP3PPP/RN3RK1 b - - 0 15,g7h6
6k1/p2R3p/1bp3pB/4KpN1/2b1p3/8/5r1P/8 b - - 7 39,b6e3
rn2qrk1/4bpp1/p1bp2Qp/1ppB2N1/4P2P/3P4/PPPB1PP1/2KR3R b - - 0 15,c6d5
3Q4/p3ppk1/1p4p1/4b3/1PP5/3P3b/2q2B2/1R3RK1 w - - 0 36,f2d4
r2q3k/1pp3pp/p7/8/P4r1P/1BB2pR1/1PP1QPbP/R5K1 b - - 0 25,f3e2
8/8/3R1p2/4p3/4P3/5Pk1/r7/6K1 w - - 2 50,d6f6
r1bqR1kr/ppp3p1/2n2b1p/3p3Q/8/2pB4/P1P2PPP/R1B3K1 b - - 5 14,d8e8
r4k2/1b3p2/3pr3/5P2/1p2P3/1PqB1Q2/p1P4P/2KR2R1 w - - 0 26,f5e6
7k/7P/1B2N1P1/8/8/5K2/1p6/8 b - - 0 52,b2b1q
r3kb1r/pp3ppp/4p3/2Pp1b2/4P2B/2N2N2/PPnK1PPP/5B1R b kq - 0 11,d5e4
4B3/1p6/p7/P5pp/4Pp2/4bP1k/7P/4Bb1K w - - 2 43,e8h5
r1bqk2r/pp1n1pp1/8/2b4p/3NP1n1/3BBQ2/PP4PP/RN3RK1 b kq - 4 12,g4e3
4R3/pp3Bpk/7p/1q3b2/5B2/2r5/P5PP/K3Q3 w - - 2 29,e1c3
2b5/2p1R1R1/1p6/p4p2/3r2k1/2n3P1/5P2/6K1 b - - 2 34,g4f3
rn2r1k1/pp3ppp/2N5/3p4/8/2P5/PP2bPPP/R2QR1K1 b - - 0 15,e2d1
r4b1r/4kppp/pq2pB2/2ppNb2/Q2P4/2P5/PP3PPP/RN3RK1 b - - 0 15,g7f6
5rk1/pp2ppBp/2n3p1/2P5/2B5/1P2Pb2/P2r1PPP/4K2R w K - 0 17,g7f8
4r3/p1R5/P7/8/3p1PPp/2p2k1P/7r/4RK2 w - - 11 51,e1e8
7k/p6p/2p4P/1p1pR1K1/3P1r2/2P5/7r/8 b - - 5 37,f4h4
4rkr1/5p2/pp2q2p/2p1R2Q/P1P1P3/2P4P/6P1/5RK1 b - - 0 31,e6e5
r1b2k1r/pp3pp1/3N2p1/2qpPn2/2p2P2/2N5/PPP3PP/R2QR2K w - - 4 17,d6c8
6rk/pp2q2p/5nrP/2p1PpN1/2Pp3Q/3Pp1P1/PP2R1K1/5R2 b - - 0 34,e7e5
2kr3r/1p3p2/p5p1/2q1PpPp/2Pp1P2/8/2PKB2P/1R5Q b - - 0 27,h5h4
rn1qkbnr/pbppp2p/1p4N1/5p1B/3P4/2N1P3/PPP2P1P/R1BQK3 b Qkq - 0 8,d7d6
r4rk1/3nbppp/1qn1p3/3p4/p2P1N2/P1PQ2B1/2B2PPP/R4RK1 b - - 1 21,b6a6
1r2r1kR/p4p2/2p1b3/4p2Q/2P4p/1P1q3P/P5P1/2R4K b - - 1 24,g8g7
r1b4Q/1pk5/8/2bBp2p/p5n1/P2P2PP/1PP1n1P1/RNB2RK1 w - - 1 18,g1h1
rnb2rk1/ppp3pp/3bp1q1/5p2/2NP1n2/2P2N2/PPB2PPP/R1BQ1RK1 w - - 6 11,c4e5
r3r3/pp1k1pb1/6pp/2Q5/4bn2/2P2N2/PP1Bn1PP/4RR1K w - - 3 23,f3d4
r3k2r/1ppb1pp1/p1n1pq1p/8/8/b2PBN2/PPPQBPPP/2KR3R w kq - 2 13,b2a3
8/p1p2prk/1b6/6r1/8/P1N2R2/1PP5/5R1K w - - 0 34,f3f7
8/ppQ3pp/1n1R4/4Bk2/2P5/PP3rP1/4N2P/1q4K1 w - - 1 28,g1g2
8/p3r3/1p2p1Rp/3r1p2/P3k3/2P5/5PPQ/6K1 w - - 8 41,g6h6
6k1/pp3pp1/2p4p/2Pb4/5qP1/3QR2P/5P2/6K1 b - - 3 35,f4b4
7k/ppp3p1/8/3R4/4p2n/2P4P/PP3q1K/3Q4 w - - 3 31,h2h1
8/6pk/4p3/3pP3/q1bP3P/2P1p1P1/PQ6/K1R5 w - - 0 55,b2b4
rnb1k2r/ppp3pp/8/6N1/2Pq4/3p4/PP2P1PP/R2Q1BKR w kq - 1 12,e2e3
rn3rk1/ppp2ppp/3bpn2/4q3/2PN4/3PB2P/PP2NPP1/R2Q1RK1 w - - 3 16,d1d2
8/6p1/8/pB5p/P3p1kP/3n2P1/6K1/8 b - - 5 44,d3c1
4r1k1/2R3Rp/5p2/p1p5/P4r2/8/6PP/6K1 b - - 0 30,g8f8
3r1rk1/2pn1ppp/1p1bp3/p7/Q2Pb3/P1B1PNPq/1P2BP1P/2R2RK1 w - - 1 17,f3g5
4r1k1/2q3p1/p4pQ1/1p1p4/3P3P/P1P2p1P/1P2rR2/6RK w - - 4 36,f2f3
r2q1rk1/pp3pp1/2nbb2p/8/3pQ3/3B1NN1/PPP2PPP/3RR1K1 b - - 7 16,d6g3
6k1/5p1p/4p1pP/p2p4/3P4/3P4/1r3PP1/2RK4 b - - 0 36,a5a4
r4r1k/3p1p2/p3pP2/2p3Qp/1p5P/1P3b2/PBPP4/2K5 b - - 1 23,f8g8
8/8/3p1k2/3Ppp2/8/Pp6/1Pq2PQP/K1b4R w - - 3 39,h1g1
r2qk2r/pp2nPp1/8/bb1pn2p/3NP3/2P5/PP1N2PP/R1BQ1RK1 b kq - 0 13,e8f8
2kr1bnr/ppp2ppp/8/4p3/2PN2b1/4B3/PP3PPP/RN2KB1R w KQ - 0 9,d4c2
r4Qkr/pp3ppp/6N1/4Pp2/8/3q4/P4PPP/5RK1 b - - 7 23,a8f8
1k1r1b1r/ppp2ppp/2n5/3bNQ2/3P1B2/2PB4/Pq4PP/R4RK1 w - - 6 15,e5f7
3rbr1k/p7/4pqpp/2ppN2P/3P4/P2Q4/1P3PP1/1B3RK1 b - - 0 25,g6g5
8/p3Pkpp/2pQ4/8/P3r2q/8/4KP1P/R4R2 w - - 3 30,e2f3
8/6r1/5Q1k/4p2p/p1P1P2P/6P1/5PK1/3q4 b - - 0 39,g7g6
1rr3kb/p2bpp1p/3p1npB/q2N3P/2pNP1P1/5P2/PPPQ4/1K1R3R b - - 2 18,c4c3
r1b1k2r/ppp2pp1/2p2n2/2b3Bp/3qP3/3P4/PPP1BPPP/RN1QK2R w KQkq - 2 8,g5d2
r1b3k1/pp1n3p/2pb3q/3pNr2/3PnN2/P1BBP1p1/1P3PP1/2RQ1RK1 w - - 0 18,d3e4
3rk2r/pp3ppp/3bpn2/2P4q/8/1PN2b2/PB2QPPP/3R1RK1 w k - 0 17,e2f3
2k4q/ppp2Q2/6p1/8/8/7r/P5P1/6RK w - - 0 40,g2h3
r1b2rk1/ppp3pp/2p5/8/2Nq2n1/3P4/PPP1BPPP/R2QK2R w KQ - 5 12,e2g4
2r4k/p2R1Q1p/1p3bp1/5p2/8/8/PP3PPP/2qRr1K1 w - - 8 28,d1e1
1r1n4/6R1/2pk4/4p1p1/1pP3P1/1P6/1PK2N2/8 b - - 2 40,d8e6
8/1pbR4/4nN2/1p3p2/1P2kP2/6P1/2r5/5K2 b - - 1 46,e4f3
r4rk1/p4ppp/2Qp4/3P4/5n2/5N1n/P1P3PP/RR4qK w - - 8 23,f3g1
5rk1/6pp/1p1b4/1bp5/3p4/P6Q/2NB2PP/4q1K1 w - - 0 29,d2e1
1qQ3k1/3Q1ppp/8/8/8/7P/5PP1/6K1 b - - 0 43,b8c8
8/5p2/R3k2p/3pP1pP/3P4/5P2/3r4/5K2 b - - 3 42,e6f5
6r1/5pkp/8/1p2q3/2bP3Q/8/PP3PPP/n1B2K1R w - - 1 28,f1g1
1k3r2/pp1Q3p/3p2pq/2b1r3/7P/2R2BP1/PPP5/3R1K2 b - - 6 24,e5f5
r2qkb1r/pp1npppp/2pp1n2/4N3/2B1P1b1/2NP4/PPP2PPP/R1BQK2R b KQkq - 5 6,g4d1
5k2/1pp2p1p/p1b3p1/4P3/4P3/2P2Q2/3qr1PP/1R3RK1 b - - 3 29,c6e4
r4rk1/pb2bppp/5nq1/2p5/3N4/2PP3N/PP3PPP/R2QR1K1 w - - 0 18,e1e7
2r3k1/2B2pp1/p3b2p/1p6/8/Pq4PP/1P1R1P2/KB5R b - - 1 30,c8c7
1k1r4/2p5/1p6/p6q/5Q2/P1P3P1/1P1K1R2/8 w - - 6 47,d2c2
8/5Qbk/p1pp2pp/1p6/4P3/P1P5/Bq4PK/8 b - - 1 33,b2c3
1k3r2/pp6/1qp4p/5B2/2nP2P1/2N4R/PP3QP1/K3r3 w - - 0 26,f2e1
rn3rk1/2q1bpp1/p2p1n2/1p1P2Q1/2p5/1P3P2/PBP1N1BP/2KR3R b - - 0 18,f6h7
r1b1kb1r/p3pppp/1p1q4/2pP4/2Bn2n1/5N2/PPP2PPP/RNBQ1RK1 w kq - 1 9,f3d4
r4k1r/p1p2ppp/2pb4/4N3/3P2n1/2N5/PPP2P1q/R1BQR1K1 w - - 4 18,g1f1
3rkb1r/pp2pppp/1n6/2P5/8/2n2N2/PPP2PPP/R1B1K2R w KQk - 0 10,c5b6
6k1/1q1p2pp/ppnBrb2/2p3N1/P4Q2/2P5/1P3PPP/R5K1 b - - 1 21,f6g5
7k/q5np/3p1Q2/1p1N4/4P3/PP4RP/6P1/2r4K w - - 0 34,h1h2
2r3k1/1b4pp/pp1N4/3p4/2p5/2P4P/PP3PP1/4R1K1 b - - 1 29,c8c7
8/4r2k/6R1/6RK/7P/p7/r7/8 b - - 11 55,a2b2
2k5/ppr1nprp/2p1N3/8/2p5/5R2/PP3PPP/3R3K b - - 10 23,f7e6
3rkbnr/1p3ppp/p4N2/4p3/4P1q1/6P1/PPPQ1P1P/2KR3R b k - 1 15,g8f6
4Q3/5ppk/p4bNp/1p3P2/8/6PP/Pq4BK/8 b - - 3 37,f7g6
1r1q1kn1/4pr2/3pB1Q1/2pP4/2b1P3/2b3P1/P4P2/R2K3R b - - 1 23,f7f2
