fen,best
3rr1k1/pp3p1p/6p1/5b2/1QP2p2/8/PP1N1PPP/R1K1q2R w - - 2 24,h1e1
2kr2nr/pbpp1ppp/1pn5/3N1P2/1b2P3/3B2Q1/PqPB2PP/3RK1NR b K - 3 13,g8e7
2Q5/kpp1r3/2nb4/p5Rp/P2P1P1P/5KP1/1P1r4/8 w - - 0 36,g5b5
r3rk2/pppq2p1/2nb4/3Q1P1p/2BP2b1/2P5/PP6/RNB2RK1 b - - 2 18,d7f7
R4rk1/1b1nnpb1/1q1p2p1/1p4N1/3pPP2/1Q1B4/1P2N1P1/2B1K2R b K - 0 17,f8a8
r2q1rk1/4bppp/4b3/3p2PN/4P2P/PpQ2P2/1PpR4/2K2B1R b - - 1 24,a8a3
6r1/8/4kp1P/p3p3/6KR/2P2P2/5P2/8 w - - 4 37,g4h5
2bqRbk1/p4p2/p2p3Q/2pP3N/2P5/1P5P/P4PP1/6K1 b - - 0 27,d8e8
6k1/1r6/6p1/p1p3qp/P1PpPp2/3Q1P2/4R1K1/1N1R4 w - - 0 41,g2h3
r4rk1/2b2ppp/p3p3/1p5q/1P2QPn1/P1N1P3/1B3P1P/R5RK w - - 1 20,e4f3
2Q5/p2N1pkp/1p1bq1p1/8/8/6PP/5P2/4n1K1 b - - 4 44,d6g3
4R3/1pR3b1/3prk2/pP1Qp3/6qP/5pP1/1P1n1P2/6K1 b - - 4 39,e6e8
r1q2rk1/pbp1ppb1/1pn3p1/6NB/7P/P1P1P3/1BQP1PP1/R3K2R b KQ - 0 13,g6h5
6k1/1b1p2bp/ppq1p1p1/2p4n/2P5/N1P1B1r1/PP3PQP/R4RK1 w - - 2 24,h2g3
6rk/4q2p/1p3p1Q/5N2/4P2R/6P1/r6P/7K b - - 0 35,e7e5
4k1r1/Q1q2p1p/1pb1pB2/4P1p1/2P5/2P5/P4PPP/3R2K1 b - - 0 27,c7a7
2rqkb1r/pp2ppp1/5n1p/1N2Q3/5B2/5P2/PPP2P1P/R3K2R b KQk - 3 12,f6d7
r3k3/ppp2p2/3p3p/2b1p1q1/2B1P3/3PRb2/PPP2P2/R1B1Q1K1 w q - 1 17,g1f1
4Q2R/p5p1/1p3pkp/2pq1n2/P4P1P/6P1/3rB2K/8 b - - 10 41,d5f7
4rbk1/1r3p2/p1pQ2p1/4P1Bp/p1B2P1P/2q5/2P3P1/2KR3R w - - 1 29,d6d4
2Q5/1p3ppk/pq2p1p1/8/3PR3/P1P4P/1r3PP1/6K1 b - - 3 39,b6d6
6k1/5pp1/Q3p2p/1p1p2qP/3P4/1P1B1P2/4K3/8 b - - 2 41,g5h5
1r2qrk1/6b1/3p2Pp/3P1nR1/P7/1B5Q/1PP2P2/2K4R b - - 0 32,h6g5
r3R1k1/pp1r1pp1/2pP3p/2P5/6q1/3Q4/PB3PP1/4R1K1 b - - 1 24,a8e8
8/1R5k/8/4KN1r/8/8/P2r4/8 b - - 5 61,h7g6
r4r1k/p5p1/8/8/2B1R3/1P3pN1/2P2PbP/6K1 b - - 0 33,a8e8
r2qkb1r/1p2pppp/p7/4N3/2Qn4/2N5/PPn2PPP/R1B2K1R b kq - 5 13,c2a1
4b1k1/pp3rp1/7p/3N1p2/q1r1p2Q/4P3/5PPP/2RR2K1 w - - 0 25,c1c4
rq1r2k1/pb1n2b1/1p2p1Qp/2p1P3/2P2P2/4P1R1/PB2B1PP/2R3K1 b - - 2 23,d7f8
r1b2r1k/3p2pp/p1p4q/Pp2b3/P4p2/2P3P1/6BP/RN1Q1R1K b - - 0 24,f4g3
r4rk1/p2R2pp/1p2pp2/8/4qBQ1/P3b3/1PP3PP/1K3R2 b - - 0 23,e3f4
8/8/R7/1N3k1K/8/3r4/5n2/8 w - - 4 50,a6a7
5rk1/5p1p/3Qp1p1/2p5/4P3/1pq5/3N1PPP/4R1K1 w - - 0 27,d2b3
r2q1r1k/pp3p2/3pbp1p/2b1p3/2PnP2B/P1NB1P2/1P1Q2PP/R3K2R b KQ - 5 18,f8g8
r3k2r/bppq1ppp/p2p4/4p3/PPBPPn2/2P2b2/3N1P1K/R1B1Q1R1 w kq - 0 17,d2f3
4r1k1/ppb2ppp/2p2pn1/8/3P4/2P1BB1P/PP1Q1PP1/3R1K1q w - - 7 21,f1e2
8/p5kp/3R2p1/4pbq1/2Q1B3/2P5/Pr4PP/5RK1 w - - 1 24,e4f5
2k4r/1pp2ppp/p2b4/2P1n1B1/N7/1P5P/P4PP1/3R2K1 b - - 0 23,d6f8
r4rk1/pb3ppp/1p6/3pq1n1/1P1N3P/P2QPP2/5KP1/RB5R b - - 0 18,g5e6
6k1/3N1p1p/p3p1p1/3pP3/1Q3P2/1P2q3/P4RPP/2r4K w - - 1 31,f2f1
r1b2rk1/1pp2pp1/1p4qp/8/2N5/2Pn1N2/PP3PPP/R2Q2RK w - - 0 18,c4e5
r1b2rk1/pppp1p2/1bn1qB2/7Q/3P4/3B4/PP3PPP/RN3RK1 b - - 3 14,e6f6
r5k1/5p2/PQR5/3p2pp/8/4P1PK/P3q2P/8 w - - 0 31,a6a7
4q3/2pR2Rk/2p5/2b3B1/2B5/1PP3PK/5r1P/r7 b - - 0 28,h7h8
4r1nk/1p3R2/2p4p/p2p4/P2P4/1PP4P/2B3QK/4q3 b - - 2 28,e8e2
rn1qkb2/pb1ppp2/1p1P2p1/4P3/6Pr/8/PP1BBP2/RNQ2RK1 w q - 0 18,d2g5
rn1q1k2/pppb3Q/3p1p2/8/2B1P1P1/2p2P2/PPP5/R3K1N1 b Q - 4 18,d8e7
r1b2R2/1p5k/p2p2p1/4q1PQ/8/P2B2bP/2PB4/7K b - - 1 28,h7g7
8/5Qbk/p3p2P/1p2P1p1/4P1P1/6BK/Pq1p4/8 b - - 0 36,h7h6
5rkr/8/Q6p/4p1pP/2Pp2n1/3P1pK1/8/8 b - - 0 43,f3f2
4b1nk/8/r2pN2p/p2PbB2/2P3P1/3QB2P/1q6/5RK1 w - - 5 35,e3d4
rnbqk1nr/1p3ppp/p3p3/2bpN2Q/8/4P3/PPP2PPP/RNB1KB1R b KQkq - 1 6,g8f6
8/1R5Q/6p1/5pk1/8/4p1rP/2R5/5q1K w - - 1 51,h1h2
2rqN2k/1pp2p1p/p2p3b/4n2P/4PR2/1N4Q1/PPP3P1/R5K1 b - - 0 23,h6f4
r2qkbnr/1p1npppp/p7/1B1P4/4P3/2N2Q2/PP4PP/R1B2RK1 b kq - 1 12,a6b5
r1bq1b1r/ppp1n2p/2kpB1n1/7Q/P2PPR2/2P5/1P4PP/RN4K1 b - - 0 16,c8e6
4R3/k7/Pp3Bpp/1Pb3p1/2r5/8/5PPP/6K1 w - - 2 32,f6e5
kr6/1q3r2/R3p1p1/2p1P3/2bbQP2/R6P/P5PK/8 b - - 0 39,c4a6
6k1/1p3p2/2p2Kp1/p2p4/3r4/1P3R1R/r7/8 b - - 0 47,g8f8
5k2/5p1p/p1q3p1/5p2/P6P/1BB4K/1PP2R1P/8 w - - 0 37,f2d2
1kr5/1p1b1p2/p3p1p1/3pP1P1/3N1P2/3R2Q1/PRq1N3/K4r2 w - - 0 30,b2b1
r3q2k/pN1R2pB/1p3b1p/2p5/8/2P2pB1/PPQ2PPP/6K1 w - - 0 24,h7f5
r1b2k1r/ppppq2p/7p/4N2B/8/1Qp5/P4PPP/R4RK1 b - - 0 14,e7e5
4r1kb/pR3R2/1n1r2pP/8/4p1P1/8/P7/6K1 b - - 1 33,e4e3
r1bq1rk1/1p1n1pb1/p1p1pn2/3p2NR/2P3p1/1PN1P3/PBQPBP2/R3K3 b Q - 0 13,f6h5
r3k2r/ppqnb1p1/4ppp1/1B1p4/3P4/2N5/PPP1QPPP/R4RK1 w kq - 0 15,e2e6
6rk/pR6/2Q1p2p/3p1p2/5P2/7p/5bPP/1B1b3K w - - 0 38,g2g3
r3k2r/ppp2pp1/1bn3p1/4q1B1/4P1n1/1N5P/PP2PPB1/R1Q2RK1 w kq - 0 17,h3g4
6k1/1pp2r2/p2p2p1/3P4/1P2P1p1/5PBq/P1Q4P/5RK1 w - - 0 30,f3g4
r1bq1rk1/pp2bppp/8/1N1pn3/1P6/P3P1P1/2Q1NPP1/R3KB1R b KQ - 1 16,e5c4
rn2qb1r/pp2k1p1/3pB2p/3Pp1Q1/8/4B3/PP3PPP/R4RK1 b - - 8 19,h6g5
4R3/p2r2kp/1p3r1b/8/2P1Bp2/7R/P5KP/8 b - - 9 42,h6g5
4k3/R7/4K3/1p6/5P2/8/8/5r2 b - - 4 46,f1f4
6rk/pp4q1/1b2p3/4Pn2/3P3p/4Q2P/PP3RP1/5RK1 w - - 0 32,f2f5
7k/4rRBp/p2r2n1/1pp1p3/4P1N1/2P3P1/PP2K2P/8 b - - 2 28,h8g8
kn4r1/4R3/p7/1pQ2p2/2pP4/P1P3qP/1P4P1/3K4 b - - 25 53,g3g2
4Rb2/6rk/r7/2B4K/8/7P/5PP1/8 w - - 5 45,e8f8
5rb1/p3r1k1/1pQ1p1p1/3pR2p/1P1P4/PBP2qPP/4RPK1/8 w - - 5 39,g2f1
1r3k2/pbR4R/6p1/3p4/3P4/8/P4KPP/1r6 b - - 2 35,b7a6
r3r3/6R1/b7/3pP2p/1p1P3k/p1n5/6R1/7K b - - 1 47,e8e5
r1b2r2/3p1p1k/p3pB2/1p2Pn1Q/3nq2P/8/PR3PP1/K1R5 b - - 0 28,h7g8
r2q1k1r/p2bnpbp/1P1N2p1/3P4/8/5QP1/PP3P1P/R1B2R1K b - - 0 19,d8b6
r3r1k1/ppp4p/2p2Q1B/8/8/5N1b/P3qPPP/5RK1 b - - 0 18,e2e6
3r2kb/R3Q2p/1qp1Nnp1/5p2/2b5/2NpP1P1/5P1P/6K1 b - - 1 32,d8e8
r2q1rk1/p4ppp/2pb4/n2np1N1/4Q1b1/3P4/PPP1BPPP/RNB2RK1 b - - 6 13,g4e2
6r1/p3q2p/7k/8/3B1R1n/6PQ/PPB4P/4r1K1 w - - 3 34,g1f2
1r4k1/p5pp/2P1p3/5p2/2nNp3/P1PbP2P/3R1PP1/4K2R w K - 3 28,d2a2
8/1PR4p/6pk/5p2/4p3/4P1P1/r6r/1R3K2 w - - 0 38,b7b8q
r3k2r/pp3ppp/3Pbq2/4n3/P2p1PnP/8/2P5/RNBQKBNR w KQkq - 1 12,f4e5
4rN2/Q5pk/5p1p/3ppq2/p1p4P/P1P3R1/5PPK/8 b - - 1 35,e8f8
r3r1k1/1bpp1pp1/p6p/1p1PpNq1/4P2N/2P1n2P/PPB2P2/R2QR1K1 w - - 1 23,h4g2
4R1k1/p5pp/1p1b4/2p5/3p2r1/2P2b2/PP2Q1Pq/R4K2 b - - 1 27,g8f7
5b2/ppR2pkp/3np1p1/1P1p4/P2PP3/8/2QN2PP/4q2K w - - 3 31,d2f1
3rr2k/p4Q1p/1p4nB/8/3p4/6P1/PP5P/5K2 b - - 0 31,e8f8
7k/4R2p/p2p1p1P/1p3Pr1/8/1PK5/5n2/8 b - - 0 34,g5f5
r5k1/ppq1b1rb/2n1Nn1Q/2p1p2P/3p4/3P2N1/PPP2PP1/2K1RB1R b - - 4 18,c7a5
8/5Qpk/p1P1p2p/1pR5/1P2q2P/6P1/5P1K/r7 w - - 3 36,f7f4
r1bq2n1/1p1n4/p2k2N1/3Q2P1/8/2p1P3/PPP2P2/2KR4 b - - 0 19,d6c7
2kr3r/1b2bppp/3pp3/QN2n3/2q1n3/PN2B3/1PP2PPP/3R1RK1 b - - 3 18,e5c6
1k3b2/Qp1r4/3p4/3Pp2q/2P5/B2P1brp/7K/RR6 b - - 1 32,b8a7
r1bq1rk1/2pnppbp/p2p3B/1p4Qp/3PP3/2N2P2/PPP3P1/R3KBN1 b Q - 1 11,e7e5
r1b2r1k/pp4b1/3p3p/4pnqR/4Q3/2P3N1/PP3PP1/RB2K3 b Q - 1 24,f5g3
7Q/4P3/6p1/1q1P2kp/8/8/6PP/5R1K w - - 3 41,e7e8q
8/6R1/8/5R1p/2P2N1k/p2n4/4r1PK/r7 b - - 1 39,d3f4
1Qkr4/1p3ppp/1p2p3/1Nb5/8/8/PP3PPP/3R2K1 b - - 0 24,c8b8
rnb4r/ppp2Qbk/3p4/8/2B1PR2/3P4/PPP3PK/RN2q3 b - - 3 16,e1h4
4rQ1k/6p1/3r3p/4q3/8/1P1B2P1/P4RKP/5R2 b - - 7 37,e8f8
8/P3rk2/1Q2p1p1/4P3/6q1/5p2/5PB1/1R4K1 w - - 0 43,a7a8q
8/8/R1P5/8/p1r5/k7/8/1K6 w - - 0 64,b1a1
5nk1/1p3ppp/4p3/3p3q/2r5/8/PQ3PP1/BR4K1 b - - 3 31,c4h4
8/6pk/2p1p1q1/8/5p1P/5P1K/PB2n2Q/8 w - - 0 45,h2e2
2k3r1/1bp3qp/p4p1p/5P1Q/1pppP3/3P4/PPP2RPP/2R3K1 w - - 0 21,f2f3
4r1k1/ppq1rp2/2p3pQ/3p4/8/2P2R1P/PP3PP1/3R2K1 w - - 3 24,d1d4
2kr1b1r/ppp2ppp/8/4q3/6n1/2P5/PP1NBPP1/R1BQK2R w KQ - 0 12,e1g1
1r2k2r/p5pp/b1p1pp2/1q1p4/1P1P4/b1P1PN2/P1QN2PP/R3K2R w KQk - 1 16,c2b3
r3k2r/ppbn1ppp/2pqpnb1/8/3P4/1NNBB2P/PPP2PP1/R2Q1RK1 w kq - 8 14,d3g6
rn3rk1/pp2b1pp/2p1N3/4Np2/1q6/7R/PPP1QPPP/4R1K1 w - - 4 19,e2h5
6nk/Kp2RR2/1r6/2r5/8/1P1P4/8/8 b - - 2 46,c5c6
r4k2/pR3p2/4p3/2ppq3/8/2P1PpPr/P1PQ3K/5R2 w - - 0 21,h2h3
4k2r/p4ppp/3pbn2/8/1q1p1Q2/1Pr2N1P/P3PPP1/R3KB1R w KQk - 3 21,f4d4
1r1q3r/2pn1kp1/pn3pp1/3B4/3P2P1/B1P2Q1P/P1P5/4R1K1 b - - 3 21,b6d5
Q5k1/2K2pp1/4pn1p/p7/1nPq4/3B3N/5PPP/8 b - - 5 42,f6e8
Q5k1/p1p1nr1p/1p1ppqp1/8/2B2P1R/P1n5/1PP2P2/2K4R b - - 0 24,g8g7
6rk/ppp5/3p3p/3PpP2/1PPq4/4Q1P1/P4K1B/8 b - - 0 42,d4c4
5rQk/q3r2p/1p1N4/p1pBbp2/P7/3P4/1PP4P/6RK b - - 1 31,f8g8
8/Q4pk1/6p1/4p2p/4P2P/p4PPK/P7/q7 w - - 2 48,a7a3
8/3q1pkp/1p2ppn1/pPp5/P1P1N3/4P3/4QPPP/6K1 w - - 2 27,e2b2
r2q3r/pppb1p1k/n3p2b/1N1p2PQ/P2P1p1P/4P3/1PP2P2/R3K1R1 b Q - 2 15,d8g8
r4rk1/pp2qppp/2p1p3/3PQ3/8/P1Bb4/1P3PPP/R4RK1 b - - 0 18,d3f1
1k1r3r/ppqnbpp1/2p4p/8/3PN1P1/3BPN1P/bPPQ4/2KR1R2 w - - 0 16,b2b3
r1b2r1k/pp5p/1qn2Bp1/8/1bB4Q/5N1P/P4PP1/R4RK1 b - - 0 20,f8f6
r2qkb1r/pp1n1ppp/4p3/3pP3/8/1P3P1b/PB1NP1PP/R2QKB1R w KQkq - 1 11,g2h3
1r3rk1/pp3ppp/2q1b3/2bN2N1/8/3Q4/P1P2PPP/1R2R1K1 b - - 3 18,e6d5
4r2k/pp2B1bp/3PQ1p1/8/4N3/3q4/PP4PP/4Rr1K w - - 7 29,e1f1
6r1/8/5k2/1R1p4/3Pp3/4N1K1/r5N1/8 w - - 3 54,g3f4
1k1r3r/pp1n1p2/1bp1q3/6pp/1P2BP2/P4QPP/1B6/R2R3K w - - 0 23,b2h8
4b3/1Q3pk1/p5pp/8/P1pN4/2P3RP/1P3qPK/4r3 w - - 0 36,b7c7
2r3k1/5pp1/8/3QP2p/1p4qP/1P6/5P2/3R1K1R w - - 2 27,d5g2
7r/p6p/1b3p2/2nk4/7p/5N1B/PP1R1PP1/7K b - - 1 32,d5e4
1r4k1/p3n1pp/8/1q1p4/4p3/2P5/PP1Q2PP/R2N3K w - - 0 23,b2b3
8/1p1P2k1/p4b1p/5Kq1/P1P5/1B1R1R2/2P5/8 w - - 1 49,f5e6
r7/p3k3/2R3p1/4P1p1/4p1b1/3rK3/PP3PPP/2R5 w - - 9 25,e3e4
3r2k1/5p1p/Rq4p1/1P1p1n2/5P2/1Q5P/2P3N1/1R1r2K1 w - - 3 32,g1h2
4rk1r/pp4pp/3qbp1n/3p4/3N3B/P7/1PP1QPPP/R3R1K1 b - - 1 18,e6g4
rq2kbnr/pbpnp2p/1p1pN1Q1/8/2PP4/3B4/PP3P1P/RNB1K2R b KQkq - 0 11,h7g6
r3kb1r/1p3p2/p2p4/2pPpB1p/2P1Pn1q/P3Q3/1P3PP1/R1B2RK1 w kq - 2 18,e3g3
8/2R2p2/1p3P2/8/P5p1/2B1bkP1/1Pr5/4K3 w - - 7 41,e1d1
r2qkb1r/pp2pp2/n1p1P1p1/6Np/3PQ1bP/2N5/PPP3P1/R1B1K1R1 b Qkq - 0 14,f7f6
3q1r2/p4pk1/1pb1p3/7Q/6R1/6K1/PP3PPP/7r b - - 1 23,g7f6
Rnkr3r/2pn4/1p1bb3/4pp1p/1P2P2P/2P1BP2/2K5/1N3BNR b - - 1 18,f5e4
8/8/1p3k1p/2p2rr1/P4pRK/1P3P2/2P5/6R1 w - - 1 38,g1e1
r2qkb1r/ppp1pppp/8/4N3/2B3b1/2P5/P1PP1PPP/R1BQ1RK1 b kq - 0 8,g4d1
r5k1/ppp2ppp/3p1nb1/3P1q2/2PQ3P/P3B3/1P3P2/2KR2R1 w - - 1 21,g1g5
2kr3r/ppp1bppp/4p3/2P5/3P1Bnn/5N1q/PPQ1BP2/R3RNK1 w - - 3 17,f4g3
1r1q1rk1/1p3ppp/p1npbb2/3N4/3pQP2/3B4/PPP3PP/R1B2RK1 b - - 7 14,e6d5
r6k/p2p1Q1p/b1pNp1p1/4P3/3P4/8/Pq4PP/R3K2R w KQ - 2 22,a1d1
3rr1k1/p1p2ppp/2p1qn2/4pN2/1b2P3/1P4Q1/PBP2PPP/3R1RK1 b - - 12 16,d8d1
Nnb2rk1/pp3ppp/4p3/8/1bpPnq2/P7/1P1NPPPP/R2QKB1R w KQ - 0 11,a3b4
N1b2k1r/pp3pp1/2np3p/1Bb1p3/4P3/3P1N2/PPP2PqP/R2QK2R w KQ - 0 11,h1g1
r1bqkb1r/1p3ppp/p1np4/4p2Q/P1B1n3/1N6/1PP2PPP/RNB2RK1 b kq - 2 9,e4f6
r1bqkb1r/ppp2Bpp/2np1n2/8/1P2P3/1Qp5/P4PPP/RNB1K1NR b KQkq - 0 7,e8d7
rn3rk1/pp3Qpq/1np4p/4p1BP/4b1P1/1B6/PPP2P2/2KR3R b - - 0 19,f8f7
r5k1/pb2prbp/1pq1Nnp1/2p3N1/2P5/8/PP3PPP/R1BQR1K1 w - - 3 18,g5f7
7k/1pp2ppp/p7/4bN2/4P3/1KP3P1/PP3r1P/3R4 b - - 4 23,g7g6
8/RQ3pkp/6p1/8/8/7P/2rr1PP1/5qK1 w - - 0 36,g1f1
5rk1/2p3pp/n2p4/3Pp3/pPP4N/P1Q3Pb/2R4P/R4q1K w - - 4 26,a1f1
r3qrk1/pb3pp1/4pN1p/1p2b1P1/2pP3P/P1P1P3/1PQ5/RB2K2R b KQ - 1 20,e5f6
rnb1k2r/pppp1pBp/8/8/2P1n2q/1P4b1/P2PP2P/RN1QKBNR w KQkq - 0 8,h2g3
3R2r1/5p1k/P3bQp1/4B2p/2q5/8/6PK/8 b - - 8 53,g8d8
3r2k1/5ppp/p4b2/2pP4/PPNnR3/3K4/5PBP/8 b - - 0 30,d8d5
4r1k1/pp3pp1/1q6/5P2/2n3QP/2r5/PP4P1/K2R1R2 w - - 0 30,b2c3
5k2/8/P3Q1K1/5P2/6q1/8/8/8 w - - 0 66,g6f6
r1b2rk1/2p2Qpp/p7/1p6/7q/1B1P3P/PPPB1nPb/RN2RK2 b - - 0 17,f8f7
3r4/p2P1pk1/6p1/4p1P1/PP6/3Q1P2/5bP1/7K w - - 1 38,a4a5
4k2r/p4Rpp/1q2p3/3pP3/4b3/Q3P3/PPrB2PP/R5K1 b k - 0 18,c2d2
r4rk1/1p2ppb1/p5p1/4P2P/P2pNPb1/1q1P4/1P3Q2/R1B1K2R w KQ - 3 20,h5g6
r2qnrk1/1pN1bppp/p1b5/4B3/P3P3/6Q1/1PP1B1PP/R4R1K b - - 2 18,e8c7
r2qk2r/1b1p1p2/p2Pp1p1/1p4Pp/3Q1Pn1/2N2B2/PPP4P/R3K2R b KQkq - 0 18,b7f3
7k/1R5p/p3bNp1/8/4p3/P7/5P1K/2r5 b - - 0 40,c1c8
1r3rk1/p2n1ppp/bqpp4/4p1N1/2P5/1P2P3/P1Q1BPPP/R4RK1 b - - 0 16,b6d8
r1bq1r1k/1pp1n2n/p5PQ/3pPp2/3b3N/1B6/PP3P1P/RN3RK1 b - - 0 18,f8g8
5r1k/1p3p2/pq4p1/4QN2/8/2n5/P4PPP/5RK1 b - - 1 25,h8h7
r4rk1/p3qppb/2pbp2p/8/3Q4/1P3N2/PBP2PPP/R3R1K1 b - - 1 17,d6a3
5R1k/4q2n/p2pb1rQ/2p1p1N1/4P3/2pP4/PPP4P/6K1 b - - 1 27,e7f8
r4rk1/pbQ4p/1p2pqp1/8/8/3B1N2/PPPN1nP1/2KR3R b - - 0 19,b7f3
r7/8/2R1k1pp/1p1p1p2/1R6/rP5P/5PP1/6K1 b - - 1 34,e6e5
rnb1k2r/ppp2ppp/8/3pP3/3Pn2q/8/PPP1B1PP/RNBQK2R w KQkq - 3 9,e1f1
5rk1/2p2r1p/p3pnp1/1p2Q3/3BP1PP/P2q1P2/1P3RK1/R7 b - - 0 27,f6g4
r2qkbnr/p1pb1ppp/4p3/2p1N3/3P4/5Q2/PPP2PPP/RNB1K2R b KQkq - 1 8,c5d4
8/5pBk/5P2/6K1/1Pb5/8/7R/3qr3 b - - 1 52,h7g8
2kr1b1r/Bppb1ppp/4p3/4n3/8/2P5/PPKN1PPP/R4B1R b - - 0 12,b7b6
3r1nk1/p1R2pp1/1pBB2np/1P6/8/4P3/5PPP/6K1 w - - 11 35,d6f8
r3k2r/ppN3p1/4B2p/8/5b1q/8/PP5P/R2Q1RK1 b kq - 0 18,f4c7
r1b2rk1/p1p2pp1/7R/3p4/2pPnP2/2P1P1R1/PPQ5/2KBqN2 b - - 2 22,e4g3
r2qkb1r/ppp1ppp1/3p1n1p/4N3/2B1P1b1/2NPB3/PPP2PPP/R2QK2R b KQkq - 0 7,g4d1
r3rk2/5ppQ/2pq4/pp1b4/7R/P1P1N2P/1P3PP1/1B4K1 w - - 2 26,e3d5
r4r2/2Q4k/4PppP/3p4/3Bb1R1/2P5/6PK/q4q2 b - - 1 36,h7h8
r4k1r/ppQ2ppp/2n2n2/8/2B2pbq/2NP4/PPPB2PP/R4K1R b - - 0 13,a8e8
8/pp3p2/2p3k1/2PP2p1/3B1ppr/5nK1/PP5R/3R1B2 w - - 0 33,g3g2
6k1/1pp2pp1/3p3p/pQ1nn3/P7/2P1q1PP/1PB3PK/8 b - - 5 27,e3f2
r1b2r1k/p3Npbp/2pp1Bp1/6Q1/2P5/3q4/P4PPP/R5KR b - - 1 19,h7h6
2k5/pp6/2p2B2/3p3p/2PP1pp1/1B5P/PP4PK/5r2 w - - 0 36,c4d5
3q1rk1/1br1bppn/p2p3p/1pp1pN2/4P1Q1/3PB2P/PPPN1PP1/1R3RK1 b - - 5 18,b7c8
4rr2/pp1q2pp/5k1B/3p2Q1/8/P7/1PP2P1P/4R1K1 b - - 1 24,f6f7
r7/p5p1/R3k2p/4p3/1B2n3/1P3R1P/2rp2P1/6K1 b - - 1 25,e6d5
r1b2Rk1/1p2q2p/p3p1pQ/6N1/3P4/2PB4/P5PP/7K b - - 0 22,e7f8
1r4k1/p5pp/2p1Rn2/q1P5/8/5Q2/P4PPP/4R1K1 w - - 0 25,e6f6
6k1/p4pp1/8/6qP/4B2b/1Q5P/PPP1RP2/3r3K w - - 1 28,h1h2
2r3k1/p3p2p/n3q3/1Q1pBbp1/3P4/N6P/P4PP1/5RK1 b - - 2 28,c8c3
5rk1/pp5p/2p1b1p1/2P5/8/1P2q3/P1QRB1PP/7K w - - 2 26,e2f3
5k2/p4p2/6p1/R6p/8/R4PN1/5q1P/7K w - - 0 49,g3e4
1r5k/5Qp1/bq4Pb/3pP3/p1pP3P/P7/r1R2P2/KR6 w - - 0 36,a1a2
8/p1r1k1rp/1p3p2/4pN2/4P3/1B6/PPP2bPP/3R3K b - - 5 25,e7f8
5r2/5p1k/2q3p1/p1P1BR2/pP4Qp/2Pr3P/6P1/4R1K1 b - - 0 28,g6f5
r3r2k/1p5Q/p2qN3/3P4/2P5/1P2R3/Pb3P1P/6RK b - - 0 28,h8h7
3r3k/p4ppp/1pp5/8/P1R2N2/2n1P3/5PPP/2B2rK1 w - - 0 23,g1f1
1r3rk1/p3pp2/2B2n2/1b2R1p1/8/1P4P1/P2N1P2/6KR b - - 0 23,b5c6
3q1rk1/5bpp/ppBNp2n/2p1p3/P4Pr1/2P1B3/1P2Q2K/R4R2 w - - 0 27,f4e5
4Q3/6k1/1p2p1p1/p2pPrqp/P2P4/6R1/6PP/R1r3K1 w - - 5 32,a1c1
3r4/2p1n1p1/pp2k2p/2p1NP2/P5P1/2N3BP/1P6/5K2 b - - 0 30,e6f6
R7/8/8/5K1k/6p1/6P1/7p/8 b - - 1 59,h2h1q
8/8/1p6/5ppp/3q4/3kRP1P/2rP2P1/1Q5K b - - 13 42,d3d2
1r6/3n2pp/R4k2/2ppb3/7P/1p1P2P1/4K3/R4N2 b - - 1 38,f6f5
8/6pp/p1p3k1/2Q2p2/2P5/1R3KP1/P4P1P/4r2q w - - 9 31,f3f4
3b4/p5k1/1rp1p1p1/q6p/4NPnP/8/PPQ3P1/3R2K1 w - - 0 33,d1d8
rnb1kb1r/pp4pp/1qpp4/4pp2/2P2Pn1/2NP1NP1/PP2P1BP/R1BQK2R w KQkq - 3 8,e2e4
r5r1/1p5k/2nR4/p4p1P/2P1q3/PP3PP1/3Q4/4n1NK b - - 0 31,e1f3
4R2k/pp3r1P/1qpp1n1B/8/2n2P2/2P3QP/P5PK/8 b - - 1 25,f6e8
8/7p/1Q4pk/8/4ppPK/3b3P/5q2/8 w - - 2 44,b6f2
r2qk2r/p1pb4/4pn1p/5p2/1QP1P2p/2P5/P3B1PP/R3K1NR b KQkq - 0 16,f6e4
R4bk1/5ppp/3Bp3/3p4/3P4/1qrQ3P/5PP1/6K1 b - - 3 29,h7h6
6k1/p1Q5/8/4p3/3p2P1/3P2P1/PPP2q1K/5r1R w - - 4 45,h2h3
r1bq3r/1pp2p1k/p1np4/2b1p1BQ/2B5/P2P3P/1PP1nPPK/R4R2 b - - 4 15,h7g7
3r3k/2K2Rp1/6Pp/8/3R2P1/6r1/1P6/8 b - - 26 66,d8d4
r2qkbnr/1b3ppp/pp2p3/4P2Q/3N4/2P5/PP4PP/RNB2RK1 b kq - 2 12,f8c5
k1R4r/pp1Q2p1/5b2/7p/q7/2n4P/6P1/4R2K b - - 8 38,h8c8
4r1k1/5p2/p6p/1p1p2p1/2nP4/2P2P2/PP1NKBPb/R7 w - - 1 30,e2f1
4R3/7k/8/2BPP2n/5b2/7p/4r3/6RK w - - 5 56,d5d6
r1b1r1k1/1pq1bppp/p1n1p3/2P5/1P2P1n1/P1N1BN2/B4PPP/R2Q1RK1 w - - 0 16,f3d4
4kr2/1p1q1p2/pn1P1Q2/3rpN1p/8/P1bB4/4KPPP/3R3R b - - 0 29,e5e4
