fen,best
2kr3r/1b1pbp2/p1q1p3/P1p2p1p/4P3/2NB4/1PP1QPPP/R3R1K1 w - - 0 17,e4f5
r2qkb1r/ppp1pppp/8/1N1P4/Q3n3/3n4/PP2KPPP/R1B3NR b kq - 3 10,e4c5
6k1/p1q2pp1/4p1n1/2Bp3p/3P2nP/1P3r2/P3QPP1/5RK1 w - - 0 24,e2f3
6rk/1b5p/p3Qp1q/1p6/3N4/PB6/1PP1N3/3K4 b - - 0 37,b7c8
r1b2b1r/pp2kq1p/3p1p2/3Np2Q/3pP3/3P4/PPP2PPP/R3K2R b KQ - 3 13,e7e6
r1b2kr1/ppN4p/7p/2b1Rq1B/8/1Q6/P4PPP/5RK1 b - - 0 18,f5e5
R7/3k1P2/3p4/4p3/4Bn2/8/5r1P/7K w - - 7 42,f7f8q
6k1/2p5/1p1p4/1P1P1B1b/P1Pb1P2/3Q2P1/6K1/6q1 w - - 9 38,g2h3
r5k1/1Q3p2/6pp/5b2/2P5/8/P4RPP/4r2K w - - 1 37,f2f1
r3kb1r/2pn1ppp/p2qp3/1p4B1/3P2n1/1BN2b1P/PPP2PP1/R2Q1RK1 w kq - 0 12,d1f3
rnbqkb1r/pp1n1ppp/8/2pQP3/2B5/2N5/PP3PPP/R1B1K1NR b KQkq - 0 8,b8c6
6k1/P4ppp/2p5/2N5/2p1P3/2R2P2/4n2r/K7 b - - 0 34,e2c3
4brQk/8/1r3q1b/p2pN2p/1ppP4/2P1P3/PPBK2R1/6R1 b - - 9 33,f8g8
r3r2k/1R4p1/2p3Qp/p2nq3/8/3B3P/P4PP1/5RK1 b - - 2 24,d5f4
3k1q2/6R1/4b2p/p6P/Pp1pP3/3P4/1PP3Q1/1K6 w - - 1 40,g2g6
3R4/5p2/4bNk1/5PPp/8/6K1/8/5r2 b - - 0 53,e6f5
r4r2/4q3/4nNpk/ppp1P3/3p3Q/3P2P1/PP3PK1/4R3 b - - 1 28,h6g7
r4rkb/1pRq3p/3p4/pN1Pp2p/P3Q3/1P3pP1/5P1P/4R1K1 b - - 3 26,d7h3
r2qkb1r/1p2pp1p/p2p1p2/2p1N3/P1B1P1b1/3P4/1PP2PPP/RN1Q1RK1 b kq - 0 9,g4d1
8/1b2r2p/p5p1/1p4P1/7P/1PK1pk2/P1B5/5R2 b - - 1 43,f3e2
r1b1k1nr/2pp1pp1/p7/1p1N4/3PP3/1QP2Pqp/PP4P1/RNB2RK1 w kq - 0 17,c1f4
5r2/pR6/2pk2p1/3p4/P1PPp1B1/4P1K1/8/5r2 b - - 2 38,f8f7
r4rk1/p4p1p/1pb1p3/n2q2p1/P2P4/4PN2/4BPPP/R2Q1RK1 w - - 0 18,f3e5
8/pb3Q1p/3rp3/2p1q1pk/2P5/3BP3/4KPPP/8 b - - 0 33,h5h6
2Q5/6rk/P7/5p2/3pnP1r/8/4P1KP/5R2 w - - 3 42,g2f3
6k1/1R4p1/p3p1Pp/3pP3/3P4/1P6/P1r3P1/6K1 b - - 0 32,c2a2
6rk/8/8/4p2p/5R1q/2P2n2/PPQ5/7K w - - 1 43,f4h4
8/5Q2/1pq5/4n3/1P5P/k5PK/5P2/8 w - - 5 46,f7f4
r1bq1rk1/ppp2pp1/1bnp1P2/6NQ/3P4/8/PP3PPP/RNB2RK1 b - - 0 13,d8f6
r3r1k1/p2n1p2/2pbbp1Q/1p1q4/3P2P1/2PB3P/PP2NP2/R3K1R1 b Q - 0 16,d6f8
r2qkbr1/2p2p2/p2p1p1p/1p5Q/4Pp2/1B1P2Bb/PPP2P1P/R3R1K1 b q - 1 17,h3g4
2Q1nk2/2P2pp1/1pB4p/p3q3/P7/1P4PP/5P1K/8 b - - 0 38,e5c7
r1b1qr1k/pp5p/1b4p1/4Bp2/8/Q1N2P2/PP2N1PP/3R3K b - - 5 21,e8e5
4b1k1/p4p2/6pp/P1Q5/q1Pp4/3B3P/5PP1/5K2 w - - 1 28,c5d4
8/7p/8/3r3k/5K1P/8/6P1/6R1 b - - 6 50,h5h4
8/5p1k/6pp/p1P5/3PQ1R1/6PP/6PK/r4q2 w - - 0 35,g4f4
r1b4r/pp1n2k1/4p3/3pP3/1P1n4/3Q2N1/3BBPP1/2R1RK1q w - - 4 29,g3h1
r1bq1rk1/pp3ppp/4p3/n2pP3/3Pn3/2PQ4/P1BN1PPP/R1B2RK1 b - - 2 13,e4d2
r4rk1/ppq1b1pp/2n1Nn2/4p3/4p3/3P2Q1/PPP2PPP/R1B2RK1 b - - 0 13,c7b6
r1bqkb1r/pp2p1pp/1np1Pp1B/3p4/3P4/3B4/PPP1QPPP/RN2K1NR b KQkq - 0 7,g7h6
2Q2bk1/4Bp1p/p2p2p1/3qp3/8/6P1/1P3P1P/6K1 b - - 5 32,d5c5
6k1/2b2pp1/7p/qpp5/p3P1B1/P4Q1P/1PP2PP1/6K1 w - - 1 25,f3f5
1r4k1/R7/3p1B2/2pP3K/P1B2n2/1P4r1/2R5/4b3 w - - 0 49,h5h6
3q4/8/6pk/2p1Q1P1/P2rB3/1P3P2/5K2/8 b - - 0 48,d8g5
1r4k1/1p2n1pp/p1n2r2/3p2N1/8/2PQ4/PP3qPP/R3R2K b - - 1 19,b8f8
2r2rk1/1p1nbppp/p1q1p3/8/2P1NPQ1/1P6/PB4PP/3R1RK1 b - - 3 19,c6e4
6k1/p7/2p3q1/2P1B2B/1P2P2Q/P7/5r1K/8 w - - 0 39,h2h3
r5k1/pp3pp1/2p4r/3pPq2/5Bn1/2N1P2Q/PP3PK1/7R w - - 4 25,f4h6
8/1R4p1/4p1kp/4Pp2/1B3P2/8/r5rP/1R2K3 w - - 0 39,b7e7
2kr3r/ppp2pp1/3q4/P1b4p/1n4n1/2NP1B2/2PB1PPP/1R1Q1RK1 w - - 1 17,c3e4
r5k1/pb1rnpp1/1p2pn1p/3q4/P2P4/2PBPNB1/5PPP/R2Q1RK1 w - - 3 15,f3e5
r2qk1nr/pbpn3p/1p1p1p2/4P3/2B1PQ2/2N5/PPP3PP/2KR2NR b kq - 0 11,f6e5
2r4k/Q5p1/p3q2p/4p3/1P2Pp2/P1p2P2/5P1P/6RK b - - 3 35,c3c2
q5k1/1R5R/2K3p1/3B1p2/2p5/3r3P/6P1/8 b - - 8 49,g8f8
1rbqk1nr/pp1p1ppp/3Np3/2p1P3/P1B5/3P1Q2/1PP2PPP/R1b1K2R b KQk - 1 12,e8e7
r3Q1kr/1b3ppp/p1p2q2/3p4/8/2N3P1/PPP2P1P/R3R1K1 b - - 1 18,a8e8
3br2k/p4p2/2Q5/1p6/6qP/2P5/PP3PP1/R5K1 b - - 0 27,e8g8
1r4k1/2pb1pp1/1bNp3p/3Pr3/4Pp2/1BP2P2/R1Q3Pq/R6K w - - 0 32,h1h2
r3kb1r/1b3ppp/p3p3/1ppq4/3n4/PP1P1N2/B1P2PPP/R1BQ1RK1 w kq - 2 12,f3d4
r1b1q3/1p1k4/p3p3/8/3QN3/5PP1/PP4K1/8 b - - 0 40,d7c7
4rQ1k/pb4pp/8/2pNr1N1/q2bP2P/P1p3P1/3B3K/4RR2 b - - 3 31,e8f8
r1bq1rk1/pp1nbpp1/2p1pn1p/6N1/2P4P/2N1P3/PBQP1PP1/R3KB1R b KQ - 0 10,f6e8
r2q1rk1/1p2bppp/3p1B2/6N1/2P5/1P6/2Q1bPPP/5RK1 b - - 0 18,h7h6
r3k2r/ppb2ppp/2nqpn2/1P1p4/3P4/P1N2B2/2P2PPP/R1BQ1RK1 w kq - 1 12,b5c6
2k4r/Bpp2ppp/8/3Nn3/4P1n1/5B2/PPP2PPq/R2R1K2 b - - 2 16,e5f3
1kr5/p4R2/3p4/qp1P4/P3P2P/1KP1Q3/1P4r1/5R2 w - - 0 41,f7f8
5r1k/pr3pq1/3Qp2p/1b1p2pP/1P1P4/2P1R1R1/2B2PP1/6K1 b - - 1 39,g7f6
7k/2p4p/6p1/2b1p1q1/4B3/2PP3P/3N1rP1/R2Q3K w - - 0 32,d2f3
r4knr/pp2ppbp/6p1/1B6/1q2P3/2N2Q2/PP4PP/3R1RK1 b - - 5 14,g7c3
r2qrbk1/pbpn1ppB/1p1ppn1p/6N1/2PP4/1P2P3/PBQN1PPP/R4RK1 b - - 1 12,g8h8
r5k1/ppq1b1pp/4p3/3p4/3P2n1/1P3n2/P4PPP/R1BQ1RK1 w - - 0 17,d1f3
2kr1b1r/pppq2pp/4p1n1/5pQ1/8/2B2N2/PPP3PP/3R1RK1 b - - 1 15,d7c6
4r1k1/5p2/p1p2PpQ/1p4P1/4p1q1/1Pn5/P1B2P2/4RK2 b - - 5 35,g4h5
r4b2/ppk1nNpr/1np1Bp1p/2B1p3/4P3/2N5/PPP2PPP/2KR4 b - - 5 16,g7g5
5k2/1r3p2/p2pr2p/1ppNn1RQ/4P3/P1P5/1P6/1K6 b - - 0 37,h6g5
3r1rk1/2pqbp2/p1n2n1p/1p2pN2/PP1pP3/1BPP2QP/5PP1/R3R1K1 b - - 1 19,g8h8
1Q4kr/2NnBppp/B7/6P1/4P3/8/qPP4P/2KR4 b - - 0 25,d7b8
1r3rk1/p3bppp/1q1pp3/n2nP1N1/PppP2b1/2P1B1P1/1PQN1PBP/R3R1K1 b - - 2 16,d5e3
5rk1/pb3ppp/8/2pPQ3/2q5/P7/1P4PP/3B1R1K w - - 0 28,d5d6
5k2/1R5K/8/r5PP/8/8/8/8 w - - 1 82,g5g6
8/7p/p1P3pk/1p4r1/8/P5QP/3q2P1/4R2K w - - 5 36,g3e3
r4rk1/1pn5/p1b1p2p/3q1pp1/1P1P4/P4N1P/3QBPP1/2R1R1K1 w - - 0 20,f3g5
3R4/1r4kp/5pp1/4nq2/8/pB5P/P2Q2PK/8 b - - 9 41,b7c7
8/6pk/4p1q1/1p1pP3/1N1P1p1p/2B1nP2/Q5PP/6K1 w - - 0 45,c3d2
4r3/pp4k1/1n4p1/5pr1/P2Rp1P1/2N1P1K1/1P3P2/3R4 w - - 0 27,g3f4
8/kpR5/p1p5/N7/1P1p1p2/P7/2q4P/6K1 b - - 1 36,a7b6
8/p7/N1pn4/P2k2p1/1ppP2P1/4K3/1P6/8 b - - 1 41,b4b3
5rrk/4R1b1/4Q2p/3B1ppP/1p6/P2q4/KP2R1P1/8 b - - 3 33,f8f6
r3k1r1/bpp2p2/p2p3p/4p1q1/2B1Pn2/3P1PB1/PPP1QP1K/R5R1 w q - 5 19,g3f4
rnb2r1k/pppp2pp/8/3B1q2/4N3/1Q5n/PP4PP/R1B2RK1 w - - 2 16,b3h3
7R/8/8/P7/8/1P3kp1/2r5/6K1 w - - 1 65,h8g8
1r3r2/p3ppk1/2ppb1p1/8/4N1PP/8/qPPQ4/1K1R1B1R w - - 0 18,b1c1
5nk1/5rpp/3p1P2/p1nPp2P/4P3/6R1/1q3PB1/3Q1K1R w - - 1 25,f6g7
r4bnr/pp2pkp1/2p4p/3p2BP/3P2P1/2PQ1P1R/P3N3/qN2K3 b - - 1 17,h6g5
4r1k1/5pp1/6np/q7/1R1Q4/1P4P1/1B5P/6K1 b - - 2 51,a5f5
2kr1r2/1p3n1Q/2n1p3/pNqpP3/P1pN1pP1/2P4P/1P5K/R2R4 b - - 1 24,f7g5
r5k1/1p5p/3p1Q2/3Pp3/p1P1b3/P5P1/1P2q2P/R4R1K w - - 1 30,h1g1
2r2R1k/p2Q3p/2r1q3/6R1/1p2p3/2p1P3/P5PP/2B3K1 b - - 0 32,c8f8
r3kb1r/pp3ppp/2n5/3p4/P2qn1b1/2N3Q1/BP3PPP/R1B1K1NR w KQkq - 4 12,c3e4
5r2/4k3/1prNp1p1/3pP1b1/1p1P4/2P1P3/6PP/1Q5K w - - 0 35,b1b4
8/8/4p3/5kpp/3Pb3/2P1N3/5KP1/q7 b - - 1 52,f5f4
2rR2k1/5ppp/8/QK6/2B5/P7/2q5/2r5 b - - 11 35,c8d8
8/4b1k1/2p4p/1pPbPKnP/pP6/P7/4RP2/2B5 w - - 5 37,f2f4
1r1Q2k1/1p3ppp/8/4p3/P4q2/1P3P2/2P3PP/3R2K1 b - - 6 28,b8d8
4k2r/ppq1r1n1/3R4/2P3Np/1PQ4P/8/P4PPK/8 b - - 0 35,h8h6
4rk2/p4p2/4qn1p/8/3B4/Pr1P3P/1R2BP2/4K1Q1 w - - 0 29,b2b3
rnbq1bnr/pppk2pp/8/4Q3/2BPp3/4P3/PP3PPP/RNB1K2R b KQ - 0 8,g8f6
3r2k1/1p1P1p1p/p1p4n/6p1/1P2R3/P6P/BB3PP1/3b2K1 b - - 0 29,d8d7
1k1r3r/pPp3p1/5nq1/1Nb5/4bQ1p/6P1/PPP2PBP/R1B2RK1 b - - 6 18,e4g2
r3rB1k/5Q1p/p3p1p1/4P3/3q4/2p4R/PP4PP/5R1K b - - 1 23,e8f8
r7/P1r4p/1R4p1/R4p2/2k1p3/2P5/3K1PPP/8 b - - 5 38,a8a7
4q1B1/7k/p4pRp/1p2pP1K/4b2P/P1P5/1P1r4/6R1 b - - 3 42,e8g8
1r1q2k1/2p3pp/p1nPR3/1p1n4/3b4/1Q2B3/PP3rPP/RN4K1 b - - 1 18,d5e3
5k2/3r2r1/p4Q2/4p3/8/q1P5/6PB/4R2K b - - 0 47,d7f7
6k1/6pp/5R2/3p4/8/1p6/1qp4P/5Q1K b - - 0 38,c2c1q
8/8/6R1/5p2/5k1K/5r2/r5P1/6R1 w - - 0 61,g2f3
r1b2r1k/pp4pp/2p5/P3P3/1Q2pN2/3PqNP1/1P4BP/5K1R b - - 0 21,e4f3
1r6/p1p1kp2/2q4p/2P1Q1p1/P3R3/7P/2P3P1/6K1 b - - 0 37,e7f8
2kr1br1/ppp1p1pp/8/7q/8/3P1n2/PPP1NP1P/R1BQ1R1K w - - 2 13,e2f4
3rk1nr/p1p2ppp/2p2b2/4p3/6b1/1P2PN2/PBP2PPP/RN2K2R w KQk - 0 10,f3e5
8/2p2p1k/8/7p/PP6/2pN2PP/2Pn2RK/3r4 w - - 4 41,a4a5
3Q3k/6pp/6q1/p7/2n2P2/2r3P1/P6P/2B1N1K1 b - - 1 33,g6e8
7k/5p2/1p2n3/p1b1R3/P4pRp/1P1r1P1P/8/7K b - - 3 51,d3f3
3r3k/5Bp1/7p/1p2B3/3P3R/p1r5/6PP/6K1 b - - 3 37,a3a2
6k1/1p3ppp/4p3/1P6/8/5Pqr/6P1/3Q2RK w - - 0 37,g2h3
5Rk1/pp4r1/4r1p1/1q1p4/3P4/P1P4P/1P3QP1/6K1 b - - 1 31,g8h7
3Q1rk1/5p1p/1p3Qp1/4p3/P7/8/2q5/3R2K1 b - - 0 38,f8d8
4rk1r/ppq3p1/3b1p2/4n2p/8/1b1P1N1B/1PPB1PQP/2KR3R w - - 2 19,f3e5
r2q1rk1/pbpn1ppp/1p2p3/3p1P2/2P3QN/1P4P1/PB2P1BP/n4RK1 b - - 0 14,a1c2
3R3k/Q5pp/2p5/5pq1/P6n/1P4P1/1Br2P1P/5K2 b - - 0 30,g5d8
r4r1k/1q2NpR1/4p2p/p6n/1p1P4/4Q3/PPP2P2/1K4R1 b - - 0 26,h5g7
4R3/pr1q3p/1n2Q1pk/6P1/5P2/5K1P/8/8 b - - 0 41,h6g7
r5rk/2p4n/p1Ppbnqb/4pp1p/1P5B/1NNB1P2/P1Q3PP/4RR1K w - - 1 23,b3d2
8/5ppp/4k3/P3b3/4K3/2r1BP2/R5PP/8 w - - 2 32,e3d4
r1k2b1r/1pp2ppp/p2p1B2/3P3q/Q3P3/2N2P2/PP4PP/R3K2R b KQ - 0 15,g7f6
k1Q3r1/5R2/p3p3/P7/3P1n2/5P1p/2R1n2K/8 b - - 0 35,g8c8
6k1/pp2q2p/3p1R1b/2p4Q/8/2NP4/PPP2KPP/4r3 w - - 3 21,f6h6
3r4/4k1R1/4P3/1p1n1B2/2bp1P2/8/3K2P1/8 b - - 2 44,e7f6
5r2/6pk/R2p1rpp/2pP4/2P5/3P2Q1/4RPPP/2q3K1 w - - 5 29,e2e1
r2q1rk1/1b1nbppp/p3p3/1pp3N1/3P1P2/2N1P3/PPQ2PBP/R4RK1 b - - 1 14,b7g2
r1b1k2r/ppp1qB1p/2np1np1/2b1ppN1/4P3/P2P3Q/1PP2PPP/RNB1K2R b KQkq - 3 9,e8f8
r1b2r1b/pp6/2n1p1Rk/5p1P/2p2P2/2P4N/PPB5/2K4R b - - 1 26,h6h7
8/5pk1/1QP1p2p/3p2p1/3P4/4Pn2/6q1/2R1K3 w - - 0 39,e1d1
1k6/1pp2QP1/p7/5KRr/8/1P3P1q/P7/8 w - - 5 49,f5g6
r2qr2k/ppp2Qpp/8/2b5/8/2B3P1/PPP3KP/5R2 b - - 0 20,d8e7
3rk2r/3b2p1/7q/2Q5/4B3/1PN1P1P1/P1P4P/5RK1 w k - 1 23,c5d5
4k3/4P3/3PK3/p7/P7/8/6p1/8 b - - 0 51,g2g1q
6k1/5qp1/6pp/p7/2bB4/2P5/P2Q2PP/6K1 w - - 4 39,a2a3
r2q1rk1/1pp2ppp/p7/3p4/8/3QPPP1/PPP2P2/R3K2R b KQ - 0 16,c7c5
r1bq1rk1/1pp1nppp/3p4/4pn2/2P3P1/P1P1P3/2Q2P1P/RBB1K2R b KQ - 0 13,f5h4
6k1/p5p1/2p4p/1p1bNQ2/8/2PPB2P/1q4P1/6K1 w - - 0 31,e5c6
r1b4r/1p1p1kp1/p1n1p2p/q2nP2Q/8/3B2B1/P4PPP/2R2RK1 b - - 1 17,f7g8
3nkb1r/p1p1ppp1/4q2p/1N1QN3/3P4/8/PPP3PP/R1B1K2R b KQk - 0 14,e6d5
5r1k/5pp1/3p3p/2q2P2/6Q1/2pp3P/6P1/B2R3K b - - 1 35,c3c2
1r6/p1pb4/2nkp1B1/6Q1/3P3P/2P5/P4qP1/3K3R b - - 1 24,b8b2
2r2r1k/1p2N1bp/3p4/p6p/P3P1Q1/1B2Bn2/1PP5/2K4R b - - 0 23,h5g4
6k1/p5pp/4P3/Bpp2p2/4b1q1/2P1Q3/PP4PP/3r2RK w - - 1 32,e6e7
r3k2r/pbpn3p/1p1pp3/5pq1/2PP1p2/2PBP3/P1QN1PPP/R4RK1 w kq - 2 14,e3f4
r2r1k2/1bq2p2/p3p3/4PnQR/2pB1P2/2P5/PP4PP/R5K1 b - - 0 29,c7e7
r1r3k1/2p2ppp/pnQpnq2/8/1P6/R1P1BN1P/5PP1/5RK1 b - - 6 20,e6d8
2k2r2/pp1n2pp/2p5/3p4/3PR3/3Q4/PPPB2PP/RN3q1K w - - 3 18,d3f1
8/pR2R1p1/7k/3q4/5PK1/6P1/7P/8 w - - 3 38,e7g7
r4r1k/1p3pp1/2n1p1P1/8/p4PPQ/P7/1p2q3/1K1R4 b - - 1 28,h8g8
1r2Q1k1/2p1Rppp/p4r2/5q2/8/1P6/P1P2PPP/1R4K1 b - - 3 23,b8e8
r4r1k/1p1q2pR/pB1p1b2/3Bp3/1nP5/1P6/P4PPP/3Q1RK1 b - - 0 23,h8h7
8/p3Q1pk/8/6n1/3p2q1/1P1P2P1/P1P2p1P/4R2K w - - 0 45,e1f1
4r1k1/5p1p/2r3p1/ppq1p1Q1/8/5P2/PPPR2PP/2K1R3 w - - 0 22,d2d8
3q1rk1/p2b1pp1/2n2B1p/1rbp4/8/1P3N1P/2QN1PP1/RB2R1K1 b - - 0 20,d8f6
5q2/3R4/k5Qp/4p1p1/P3P3/2P3r1/8/7K b - - 1 36,a6a5
6k1/ppp2pp1/7p/2p3r1/4Pr2/P1PPNP2/1P5K/3R1R2 w - - 1 25,d1d2
r2qkb1r/p1p2B1p/1pnp3p/4p3/4P3/1QPP1b1P/PP3PP1/RN2K2R b KQkq - 0 9,e8e7
4rrk1/ppp3pp/1nq5/8/3Bp1Q1/2P5/P4PPP/R3R1K1 b - - 3 17,b6d5
r1bqkbnr/1p1p1ppp/p1n5/4pN2/2P1P3/8/PP3PPP/RNBQKB1R b KQkq - 1 6,g8e7
6k1/1b5p/6p1/Q1p5/2PR4/PP2q3/4p1PP/4Rr1K w - - 0 32,e1f1
2n5/2kq1pp1/QRnp2b1/4p3/2N1P3/2PP1N2/5Pp1/5RKr w - - 1 25,g1g2
r4rk1/pp3pp1/1b6/6N1/4Q2P/5Bqb/PP2R3/2R4K b - - 3 24,a8e8
2kr3r/pp3ppp/1qp2n2/4nN2/8/6Q1/PPP1N1PP/1K1R3R b - - 4 17,e5c4
r1b2rk1/ppp2pp1/3b3p/4q3/1PPpP3/P2B4/5PPP/RN1Q1RK1 w - - 1 13,c4c5
1r3k2/5pp1/b1p1p2p/3pP3/1P3PPQ/8/1q2BK1P/4R3 b - - 0 24,b8b4
4rQk1/p5Pn/1ppp3B/4q3/P7/6R1/1PP3PK/8 b - - 2 31,e8f8
3r2k1/1p3pp1/p6p/PP1pN3/3QbP2/7P/2q3P1/3R2K1 w - - 0 40,b5a6
8/1p3p1p/2q3pk/8/P1BB1n2/1P5P/5PP1/4RK2 w - - 3 30,d4e3
r1bq3r/pppp1kpp/2n3n1/7Q/4PR2/2P5/PP4PP/RNB3K1 b - - 0 11,f7g8
rn2kbnr/pp1Npppp/8/qB6/3pp3/2N5/PPP2PPP/R1BQK2R b KQkq - 2 7,d4c3
r1b1k2r/pp1p1ppp/1q2pB2/8/4P3/2N5/PPP1BbPP/R2QK2R w KQkq - 0 10,e1d2
r2q3r/p1pk2p1/1pnp1n1p/8/1b1N4/1QN1B3/PP3PPP/R3R1K1 b - - 1 16,b4c3
8/4ppkp/6p1/3pQ3/1P1P4/1p5P/1q3PP1/6K1 b - - 1 39,g7f8
6k1/1brn1ppp/1p2p3/3pB3/QP5P/4P1P1/P3qPB1/3R2K1 b - - 1 25,d7e5
3R4/8/8/8/6p1/8/r6k/5K2 b - - 5 63,g4g3
4rrk1/pp5p/1qn4Q/3p3N/4n3/1PPp3P/P4NP1/R4RK1 b - - 0 25,f8f2
rn3rk1/p1qbppbp/6p1/3P4/6n1/P1NBB3/1PQ1NPPP/R4RK1 w - - 3 17,a1c1
2r2r2/2q1ppkp/p2p1np1/3P3P/1p4P1/1N3n2/PPP2Q2/2KR1B1R w - - 0 19,f2f3
rnbqkb1r/1p1pp2p/p4p2/2p5/2PN4/2NB3P/PP1P1PP1/R1BQ1RK1 b kq - 0 10,c5d4
6k1/5p2/5Pp1/3R2P1/p1r5/P4K2/8/8 b - - 3 40,g8f8
r2q1rk1/pp3ppp/2npbb2/6N1/5P2/3Q2P1/PP2P1BP/R1B2RK1 b - - 4 14,d8c7
2r1k2r/1b1pbppp/p7/1p2P3/3Q1P2/4B3/PPq1B1PP/R4RK1 w k - 0 17,e2d3
5rk1/pp4p1/5pr1/3q3p/2P2Bn1/1P6/1P3P1N/4R1RK w - - 0 30,c4d5
r3k2r/pppb1ppp/1b1p4/P4P1n/2P1P2q/3P3P/1P2N1B1/R1BQK2R w KQkq - 1 17,e1f1
6k1/p1r2p1p/1p3p2/3b1N2/8/P6P/5PP1/3R2K1 b - - 0 28,d5e6
5r1k/1R4p1/p5p1/2b5/4P3/1P1PK1PB/2P2r1P/1bNR4 w - - 5 33,d3d4
r2q1rk1/pp2ppb1/5R1p/2p1N1pb/3P4/2PQ2B1/PPB3PP/R5K1 b - - 0 16,e7f6
1r1q1rk1/ppp2ppp/2n5/8/3P4/3QPNP1/P4PP1/R3K2R b KQ - 0 15,d8f6
2r1kb2/1p3p2/p5p1/4PpBp/PP1R1P1P/8/6PK/8 b - - 0 35,c8c3
3r2k1/5ppp/8/n3N3/P1p1Pn2/2R4P/5PP1/2Rr1K2 w - - 8 31,c1d1
r2qr1k1/ppp2ppp/8/2b5/4pPb1/1PQBP3/PBP3PP/R3R2K b - - 1 16,e4d3
1r2r3/1b3p1k/pp1pnbpQ/2q5/P1P3N1/1P4P1/5PBP/2R1R1K1 b - - 0 26,h7g8
rn2k2r/ppq3p1/2p1p1p1/3p4/3P4/2N1BNn1/PPP4P/R2Q1RK1 w kq - 0 14,h2g3
1k1r1b2/pb4q1/8/2p1N3/B2P4/4Q2P/P4PP1/3R2K1 w - - 0 25,d1b1
Q4bk1/7p/4N1p1/8/3p4/5p1P/4RPPK/1q6 b - - 2 40,f3e2
2k4r/ppp2p2/8/1b1p4/1q1P2N1/4PKB1/P4PP1/2Q5 b - - 4 30,f7f5
8/1p5P/4kp2/1r2p3/n7/P4r2/2K5/2RR4 w - - 3 46,h7h8q
r3kbnr/pb2pppp/1p6/2pq4/3n4/3P1N2/PPPNBPPP/R1BQ1RK1 w kq - 4 8,f3d4
3r1rk1/3P1ppp/p1b3q1/1p2p3/8/1BQ5/PP4PP/3RR1K1 w - - 5 23,e1e5
6k1/p4ppp/b7/q2N4/8/3P1Q2/PP3PPP/1R2r1K1 w - - 2 23,b1e1
Q3r3/p1kb3B/2p1p3/4N2R/3q2P1/8/PPP2P2/1K6 w - - 1 30,a8e8
2k2rn1/pppb1N2/4p1Q1/3p3R/1P5B/P4qPp/5P2/5RK1 w - - 1 27,f7e5
r5rk/1p1N1p1n/p4b1P/P4p1Q/1Pbp2q1/5N2/2PR1PP1/4R1K1 w - - 13 34,d7f6
r2qkb1r/pp3ppp/2p1pn2/8/3P4/2BB1Q1P/PPP3P1/3R1RK1 b kq - 4 13,f6d5
r1b1n1k1/ppp3r1/3p1qBQ/3p2N1/8/5P2/PPP3P1/2KR2NR b - - 0 19,f6g6
5rk1/4bpp1/p1Qp3p/q1pPp3/2P1P3/P1N1BB2/5PPP/6K1 w - - 3 26,c3d1
6rk/1R1Q3p/6q1/5p2/2P5/2R2N2/5PPP/6K1 w - - 1 32,f3e5
3r1rk1/5ppp/4p3/1pq2n2/p3Q1P1/2P5/PPB2P1P/R4R1K b - - 0 22,f5h4
rnb1k2r/pp1ppp1p/5p2/2q5/4P3/2P1bP2/PP1N2PP/R2QKBNR w KQkq - 1 10,g1e2
r1b1k1nN/pppp2pp/2n2q2/2b5/4P3/3p4/PPP2PPP/RNBQKB1R w KQq - 0 7,f1d3
5k2/1p2r2p/6pP/8/Pn2N3/6R1/1P6/1K6 w - - 0 44,e4g5
kb1Q4/pp6/2p3p1/8/8/4n3/Pq4PP/R2R1K2 w - - 0 36,f1g1
r2q1rk1/p1ppn1pp/bp1n4/3P1p2/1P1QN3/P3P1P1/1B3PBP/R4RK1 b - - 0 15,f5e4
rn2r3/p3k2N/1pp3pp/5p2/2B2P2/3R1K1P/Pq6/3R4 b - - 1 29,b8d7
r3kr2/ppp2pQp/6p1/1b1pP3/8/5P1n/PP4PP/RN2R1qK w q - 7 21,e1g1
r3k2r/1b1p1ppp/p3p3/1p5n/3nP3/P1NB1P2/1PP2B1q/R2QRK2 w kq - 0 17,f2d4
5N1k/pp3p1p/4p3/4P3/B7/P2pn2Q/1q4r1/4R2K b - - 2 38,b2f2
r4rk1/pR3ppp/2p1p3/2b1P3/1B4q1/4nN2/P1P2PP1/1Q3RK1 w - - 8 19,b4c5
rn3r2/ppp2pkp/3p1qp1/8/2Pp2b1/4P3/PP1N2PP/RNQ2BKR w - - 0 13,e3d4
8/R2P4/6k1/4B1p1/6Kp/2pr4/8/8 w - - 0 40,e5c3
8/R5pk/8/5r1B/P5NK/2r4P/8/8 w - - 0 39,a7a6
2kr1r2/p6p/b5pP/1pP2q2/2Pb1B2/3P1QK1/P7/1R3R2 b - - 0 30,d4c5
3rr3/pb3ppk/1p4qp/8/2BP4/1PP1p3/3Q1PPP/2R1R1K1 w - - 0 26,e1e3
k7/P7/NK4p1/4p2p/8/6P1/3p3P/8 b - - 1 57,d2d1q
5r1k/1pp3p1/6Qp/pP1p2P1/P2P1rn1/4PK2/3N3q/4RR2 w - - 0 36,e3f4
8/2p2pkp/2p1r1p1/3q4/3P4/2Q3P1/P4P1P/2R2K2 w - - 8 30,c1c2
